	G15	G16	G17	G18	G19	G20	G21	G22	G23
maxbin2.spades.001_1_1	281.0673097681503	161.442380379856	269.905198967878	113.59821945856689	101.95350012660806	114.48991720385207	66.0861943535928	177.3432001859015	133.6436616637887
maxbin2.spades.001_1_10	103.05801358165506	57.62397647776572	44.180910545337184	26.943167435685766	23.208926858089615	18.657616136924037	23.130168023757516	324.39027034004505	24.07993903852048
maxbin2.spades.001_1_100	5.295972708685583	12.921583782092315	0.9081521692928687	8.232534850871888	5.622570774734237	5.75269534718862	17.433082303620196	157.05356558335205	5.44467587127138
maxbin2.spades.001_1_1000	98.77894396178732	112.0975003318265	90.60176235958134	59.991959092763956	45.52520268317578	54.89644747979573	28.08663260027692	107.2585316508963	33.06360860289159
maxbin2.spades.001_1_1001	646.7514534269227	493.1254813409965	636.7296873078786	328.0675998936368	210.8093158548118	321.47802081356025	285.4609730244512	275.63063870581885	237.67662256530164
maxbin2.spades.001_1_1002	1053.42328942637	893.5772169308449	1308.0418411714895	800.709005034033	476.6209995197802	631.6656164558315	653.7086576635885	381.40968204816727	518.2214572861368
maxbin2.spades.001_1_1003	1096.050380179655	892.9639175369326	1333.6311217998702	694.5573622624242	441.1724238742719	502.4564593315154	532.4508435499314	310.3034345805969	448.7706511131076
maxbin2.spades.001_1_1004	1022.013102768017	1474.4391277722186	1697.3566498388961	949.4996692079491	644.6020736605086	686.7936561948269	571.5719182030881	397.49727481158493	542.0747041009098
maxbin2.spades.001_1_1005	638.0813488632358	596.6700837106828	862.3712093808493	521.1682414519	441.05249932819635	553.6223551901828	419.42704683080245	209.78222721990616	456.4352444751556
maxbin2.spades.001_1_1006	769.1414406999841	651.1195232040142	1203.2098429767925	712.9287600697074	700.2094433967801	795.0959356454752	817.50028504636	532.2064721004433	867.1659961465052
maxbin2.spades.001_1_1007	425.64489227235913	587.0706231663946	848.7849646259524	465.20878365869794	461.2114484074857	581.5153182386666	491.1148328962721	310.09725289649117	550.3789495016612
maxbin2.spades.001_1_1008	1426.1640756622419	1881.241268850025	2850.587492291271	2001.2674782355773	1783.4091676110188	1659.245125076825	1560.9146067603915	1201.9296843224333	1809.878318058996
maxbin2.spades.001_1_1009	489.5915427545915	418.7078463098638	776.3677777404115	585.3139026978122	750.2040442157152	822.3923630135854	681.1997371503787	402.86255492934583	695.333676292601
maxbin2.spades.001_1_101	1.5903586684366469	8.407312524886981	1.6362860091696942	7.911027572672169	2.251246286530671	1.151673723352357	13.461640477055818	81.28011390177062	1.6350136122308976
maxbin2.spades.001_1_1010	13.21822696553082	12.542056389585493	7.555528293707077	5.479359261399973	9.355589075992214	31.907026105991534	16.575717600163443	556.0145415664535	4.529791810934781
maxbin2.spades.001_1_1011	139.50850102330008	46.79495358426833	80.5538963771302	70.57286180665318	63.59605712067439	69.63404348410235	71.16378465290117	193.9528730772131	56.722026488831574
maxbin2.spades.001_1_1012	142.62591596062185	58.256330655938605	89.56864956483334	79.6187085129371	83.45008935236478	87.21755485104795	79.88792197154245	116.78928082997247	74.29285908783146
maxbin2.spades.001_1_1013	12.598622576521576	17.077353566176694	28.805451619758202	32.64071435013659	16.34791736976771	22.80853819295495	25.672937611190623	166.9346783781159	19.4285601890875
maxbin2.spades.001_1_1014	5817.390643926296	8226.275061851073	16266.246493333294	6202.025866209075	9249.420465144667	12097.513495835481	10206.682286940628	6138.956553435222	12643.051592479962
maxbin2.spades.001_1_1015	17.181683148498177	67.87273307762648	13.468850437731675	19.840784905434703	12.160841812629162	8.887345171075266	25.393393857784627	438.28671374710956	5.046891332731005
maxbin2.spades.001_1_1016	3.19965017816421	20.81810720448206	2.194701075791099	7.958117022509485	9.058586248182936	9.268231392692778	24.074256514523096	32.30179717671778	6.5789833444528965
maxbin2.spades.001_1_1017	30.134887132528384	82.79929001782637	21.787396134217072	16.205620118564845	24.21113051787081	20.05308246782616	35.235957262165655	92.50060100605546	13.397202446885961
maxbin2.spades.001_1_1018	60.98752740648611	117.08125463417853	80.2600446186402	37.03989031057194	45.173424826031045	42.11053946759094	69.36434858538055	144.97455672189182	37.911608507348724
maxbin2.spades.001_1_1019	101.0144593160029	222.99126911646553	118.77898976630492	109.91815323707763	104.69050684141632	94.0507776224933	81.43238445180963	118.36765945293892	100.14184043771274
