Isocaproic Acid_11	Isocaproic Acid	BES	-4.741203074	-3.082186905	-3.37080696	-6.791546179	-6.166264005	-14.43313805	-1.464349649	0.6106037017
Isocaproic Acid_12	Isocaproic Acid	BES	-9.165956388	-10.73366341	-9.437310147	-14.72743811	-4.331346569	-59.00922103	1.800974058	4.942638472
Isocaproic Acid_13	Isocaproic Acid	AAAb	4.696460602	-7.696119989	-22.61274259	-8.435256953	-29.85325015	10.19998263	-3.03800065	4.985881986
Isocaproic Acid_14	Isocaproic Acid	AAAb	11.23559268	-6.080601874	-23.69055913	-5.503691724	-2.075707543	1.751395326	1.899829844	-18.50228487
Isocaproic Acid_15	Isocaproic Acid	AAAb	-12.66766289	-73.7221374	-4.439280948	-7.693112646	-9.048533324	-29.70485334	-4.510184473	-18.93014301
Isocaproic Acid_16	Isocaproic Acid	Ab	1.753610767	-54.32704059	0.9652156031	0.9652156031	0.9652156031	0.9652156031	0.9652156031	0.9652156031
Isocaproic Acid_17	Isocaproic Acid	Ab	-7.759000791	-7.759000791	-6.298030868	-6.298030868	-7.759000791	-7.759000791	-7.759000791	-7.759000791
Isocaproic Acid_18	Isocaproic Acid	Ab	-5.474627029	-5.474627029	-5.474627029	-5.474627029	-5.474627029	-5.474627029	-5.474627029	-5.474627029
Isovaleric Acid_01	Isovaleric Acid	control	0	15.322061	0	0	0	0	0	0
Isovaleric Acid_02	Isovaleric Acid	control	0	15.0395815	13.0029373	0	0	0	0	0
Isovaleric Acid_03	Isovaleric Acid	control	0	15.78487124	0	13.20201637	0	0	0	0
Isovaleric Acid_04	Isovaleric Acid	AA	0	13.60289987	12.92955627	13.17394471	15.01626817	13.14760889	12.97524709	0
Isovaleric Acid_05	Isovaleric Acid	AA	0	0	14.17565165	14.14143199	17.46825623	15.56629597	14.17701923	0
Isovaleric Acid_06	Isovaleric Acid	AA	0	13.91629568	0	14.06870132	14.39452405	14.69563245	13.43432729	0
Isovaleric Acid_07	Isovaleric Acid	AABES	0	13.25483273	13.05365706	13.1053654	13.19307372	0	14.14096038	13.9940496
Isovaleric Acid_08	Isovaleric Acid	AABES	0	14.22543725	14.7753982	14.19959143	14.61980479	15.17524282	15.22246405	16.0677233
Isovaleric Acid_09	Isovaleric Acid	AABES	0	17.24004807	17.75660439	17.34408262	18.49178658	18.34185393	21.15671032	19.10427619
Isovaleric Acid_10	Isovaleric Acid	BES	0	15.53532661	14.30962066	15.04632774	14.45524604	14.84170305	15.03330104	15.48181634
Isovaleric Acid_11	Isovaleric Acid	BES	0	15.16389647	13.74736096	13.83756267	13.90845384	13.72168655	14.48612769	14.86421668
Isovaleric Acid_12	Isovaleric Acid	BES	0	15.7998049	14.15753514	14.30056057	14.68519618	0	15.32821206	15.76387453
Isovaleric Acid_13	Isovaleric Acid	AAAb	0	18.03824157	15.68628066	15.64442153	14.9156719	16.06221617	14.55438641	12.87859933
Isovaleric Acid_14	Isovaleric Acid	AAAb	0	18.20856962	15.65169825	16.77206922	17.09833074	17.37942334	15.58777318	13.13311863
Isovaleric Acid_15	Isovaleric Acid	AAAb	0	0	17.61364765	14.98383219	15.62925085	13.34033161	14.05592146	0
Isovaleric Acid_16	Isovaleric Acid	Ab	0	0	0	0	0	0	0	0
Isovaleric Acid_17	Isovaleric Acid	Ab	0	0	0	0	0	0	0	0
Isovaleric Acid_18	Isovaleric Acid	Ab	0	0	0	0	0	0	0	0
Propionic Acid_01	Propionic Acid	control	0	17.45839405	15.93164742	17.16248033	16.9910232	17.57025198	19.05748762	17.47586344
Propionic Acid_02	Propionic Acid	control	0	18.49610673	18.46306639	18.33681148	19.34345438	17.87872812	22.85530226	23.71677526
Propionic Acid_03	Propionic Acid	control	0	18.02555399	16.1315301	19.42002156	20.42412074	23.84007246	24.26657827	24.29214176
Propionic Acid_04	Propionic Acid	AA	0	16.5073883	19.19922754	22.83012287	23.52920579	22.20561639	27.23659282	28.28665607
Propionic Acid_05	Propionic Acid	AA	0	0	24.42889811	27.05398449	30.46357093	31.46345325	31.72048557	35.17336009
Propionic Acid_06	Propionic Acid	AA	0	17.29261732	0	25.54130791	21.48594982	27.73714525	30.24364375	40.60171732
Propionic Acid_07	Propionic Acid	AABES	0	0	15.60667296	16.2831146	17.07665854	16.7230082	19.8411171	20.0547343
Propionic Acid_08	Propionic Acid	AABES	0	0	0	15.77539544	17.00164794	18.22971668	18.49507213	20.05966706
Propionic Acid_09	Propionic Acid	AABES	0	15.70640002	17.52251089	19.40018592	21.06613659	21.120231	24.65518085	22.7621217
Propionic Acid_10	Propionic Acid	BES	0	17.18199762	17.85778241	19.79578971	18.71615908	19.4033297	20.73000908	22.18008952
Propionic Acid_11	Propionic Acid	BES	0	17.81220618	18.29237783	18.68425646	18.5604911	18.26649787	20.36119505	21.39106846
Propionic Acid_12	Propionic Acid	BES	0	18.18626457	19.08840533	19.43395523	19.83467934	16.3174694	22.46894225	23.3456701
Propionic Acid_13	Propionic Acid	AAAb	0	15.48308825	16.24520801	19.7317319	21.41078752	26.95958886	28.18612382	31.9808298
Propionic Acid_14	Propionic Acid	AAAb	0	15.56905165	16.77098392	22.49719518	26.72887852	28.90050269	31.38662752	28.41652928
Propionic Acid_15	Propionic Acid	AAAb	0	0	15.63615404	16.66820425	17.87112909	17.13583478	24.76137818	24.09400583
Propionic Acid_16	Propionic Acid	Ab	0	0	0	0	0	0	0	0
Propionic Acid_17	Propionic Acid	Ab	0	0	0	0	0	0	0	0
Propionic Acid_18	Propionic Acid	Ab	0	0	0	0	0	0	0	0
Valeric Acid_01	Valeric Acid	control	0	0	0	0	0	0	0	0
Valeric Acid_02	Valeric Acid	control	0	0	0	0	0	0	0	0
Valeric Acid_03	Valeric Acid	control	0	0	0	0	0	0	0	0
