	G15	G16	G17	G18	G19	G20	G21	G22	G23
vamb.spades.1056_10_1	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0
vamb.spades.1056_11_1	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_11_10	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_11_11	1.0	0.0	0.0	4.0	0.0	1.0	1.0	1.0	0.0
vamb.spades.1056_11_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_11_13	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_11_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
vamb.spades.1056_11_2	5.0	0.0	1.0	10.0	0.0	1.0	0.0	0.0	0.0
vamb.spades.1056_11_3	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
vamb.spades.1056_11_4	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_11_5	2.0	0.0	0.0	10.0	2.0	0.0	0.0	1.0	2.0
vamb.spades.1056_11_6	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0
vamb.spades.1056_11_7	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0
vamb.spades.1056_11_8	1.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	1.0
vamb.spades.1056_11_9	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_10	2.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_11	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_12	1.0	0.0	1.0	21.0	1.0	2.0	0.0	3.0	0.0
vamb.spades.1056_12_13	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_12_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_2	0.0	0.0	4.0	1.0	1.0	0.0	0.0	2.0	0.0
vamb.spades.1056_12_3	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
vamb.spades.1056_12_4	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_5	3.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_6	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_12_7	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_12_8	2.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
vamb.spades.1056_12_9	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
vamb.spades.1056_13_1	10.0	3.0	3.0	8.0	2.0	0.0	1.0	6.0	0.0
vamb.spades.1056_13_10	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_11	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_12	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_13	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_14	0.0	0.0	0.0	8.0	1.0	0.0	0.0	1.0	0.0
vamb.spades.1056_13_15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_18	0.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_19	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_2	3.0	1.0	1.0	8.0	1.0	0.0	1.0	4.0	1.0
vamb.spades.1056_13_20	0.0	0.0	0.0	12.0	2.0	0.0	0.0	1.0	0.0
vamb.spades.1056_13_21	6.0	6.0	1.0	7.0	6.0	2.0	4.0	7.0	1.0
vamb.spades.1056_13_22	6.0	0.0	1.0	3.0	4.0	0.0	0.0	3.0	0.0
vamb.spades.1056_13_23	3.0	4.0	1.0	6.0	3.0	0.0	0.0	3.0	0.0
vamb.spades.1056_13_24	4.0	0.0	1.0	5.0	4.0	0.0	0.0	1.0	0.0
vamb.spades.1056_13_3	7.0	3.0	1.0	6.0	3.0	3.0	0.0	2.0	0.0
vamb.spades.1056_13_4	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_13_5	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_13_6	0.0	2.0	1.0	24.0	3.0	0.0	2.0	2.0	0.0
vamb.spades.1056_13_7	5.0	0.0	3.0	22.0	2.0	2.0	4.0	1.0	2.0
vamb.spades.1056_13_8	1.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
vamb.spades.1056_13_9	6.0	1.0	1.0	22.0	2.0	2.0	0.0	4.0	2.0
vamb.spades.1056_14_1	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_10	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_13	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_15	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_16	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_17	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_18	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_19	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_14_2	1.0	0.0	1.0	2.0	1.0	0.0	1.0	2.0	2.0
vamb.spades.1056_14_20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
vamb.spades.1056_14_21	3.0	0.0	0.0	6.0	0.0	1.0	0.0	1.0	0.0
vamb.spades.1056_14_22	2.0	1.0	3.0	2.0	1.0	2.0	3.0	8.0	0.0
vamb.spades.1056_14_23	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
vamb.spades.1056_14_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_26	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
vamb.spades.1056_14_27	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_28	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_3	25.0	2.0	8.0	29.0	15.0	7.0	38.0	23.0	15.0
vamb.spades.1056_14_30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_32	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.1056_14_33	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_34	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
vamb.spades.1056_14_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_36	4.0	1.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0
vamb.spades.1056_14_37	2.0	1.0	0.0	9.0	2.0	0.0	1.0	2.0	0.0
vamb.spades.1056_14_38	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_39	2.0	0.0	1.0	5.0	4.0	1.0	2.0	2.0	0.0
vamb.spades.1056_14_4	2.0	0.0	1.0	6.0	2.0	0.0	0.0	1.0	0.0
vamb.spades.1056_14_40	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0	0.0
vamb.spades.1056_14_41	0.0	0.0	0.0	9.0	0.0	0.0	1.0	0.0	1.0
vamb.spades.1056_14_42	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_43	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0
vamb.spades.1056_14_44	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.1056_14_46	1.0	2.0	0.0	15.0	0.0	0.0	3.0	3.0	0.0
