	G15	G16	G17	G18	G19	G20	G21	G22	G23
vamb.spades.108_10_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_10	157.0	0.0	4.0	13.0	38.0	5.0	56.0	54.0	13.0
vamb.spades.108_10_100	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0
vamb.spades.108_10_101	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_102	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0
vamb.spades.108_10_103	1.0	0.0	0.0	1.0	0.0	0.0	1.0	10.0	0.0
vamb.spades.108_10_104	2.0	0.0	0.0	1.0	2.0	0.0	1.0	3.0	0.0
vamb.spades.108_10_105	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0
vamb.spades.108_10_11	0.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0
vamb.spades.108_10_12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
vamb.spades.108_10_13	9.0	0.0	0.0	0.0	7.0	2.0	3.0	8.0	0.0
vamb.spades.108_10_14	52.0	0.0	0.0	1.0	2.0	3.0	9.0	2.0	1.0
vamb.spades.108_10_15	2.0	0.0	0.0	1.0	3.0	0.0	3.0	4.0	0.0
vamb.spades.108_10_16	8.0	0.0	0.0	0.0	5.0	2.0	6.0	12.0	0.0
vamb.spades.108_10_17	1.0	0.0	0.0	0.0	0.0	4.0	3.0	7.0	1.0
vamb.spades.108_10_18	14.0	0.0	0.0	1.0	3.0	3.0	6.0	2.0	1.0
vamb.spades.108_10_19	21.0	0.0	0.0	3.0	0.0	1.0	3.0	15.0	1.0
vamb.spades.108_10_2	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0
vamb.spades.108_10_20	2.0	0.0	0.0	2.0	1.0	0.0	2.0	8.0	0.0
vamb.spades.108_10_21	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0
vamb.spades.108_10_22	8.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	0.0
vamb.spades.108_10_23	29.0	0.0	0.0	0.0	17.0	5.0	8.0	8.0	4.0
vamb.spades.108_10_24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.108_10_25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.108_10_26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.108_10_27	2.0	0.0	0.0	0.0	3.0	0.0	6.0	13.0	0.0
vamb.spades.108_10_28	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
vamb.spades.108_10_29	3.0	0.0	0.0	1.0	2.0	2.0	13.0	16.0	1.0
vamb.spades.108_10_3	6.0	0.0	0.0	1.0	3.0	3.0	7.0	8.0	1.0
vamb.spades.108_10_30	19.0	1.0	0.0	3.0	1.0	2.0	9.0	19.0	0.0
vamb.spades.108_10_31	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
vamb.spades.108_10_32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
vamb.spades.108_10_34	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0
vamb.spades.108_10_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.108_10_36	7.0	0.0	0.0	0.0	5.0	1.0	5.0	13.0	3.0
vamb.spades.108_10_37	9.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_38	0.0	0.0	0.0	1.0	0.0	0.0	1.0	11.0	0.0
vamb.spades.108_10_39	2.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0
vamb.spades.108_10_4	36.0	0.0	3.0	2.0	7.0	7.0	12.0	19.0	4.0
vamb.spades.108_10_40	4.0	0.0	0.0	0.0	2.0	0.0	1.0	9.0	0.0
vamb.spades.108_10_41	91.0	0.0	3.0	12.0	24.0	6.0	19.0	26.0	14.0
vamb.spades.108_10_42	26.0	0.0	1.0	2.0	4.0	4.0	26.0	68.0	3.0
vamb.spades.108_10_43	6.0	0.0	0.0	0.0	0.0	1.0	3.0	2.0	0.0
vamb.spades.108_10_44	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
vamb.spades.108_10_45	2.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
vamb.spades.108_10_46	4.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0
vamb.spades.108_10_47	93.0	3.0	0.0	5.0	20.0	10.0	46.0	89.0	8.0
vamb.spades.108_10_48	81.0	1.0	0.0	14.0	18.0	7.0	34.0	53.0	3.0
vamb.spades.108_10_49	67.0	2.0	0.0	3.0	14.0	10.0	42.0	52.0	7.0
vamb.spades.108_10_5	3.0	1.0	0.0	1.0	3.0	0.0	4.0	7.0	0.0
vamb.spades.108_10_50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_51	5.0	0.0	0.0	0.0	1.0	0.0	2.0	6.0	0.0
vamb.spades.108_10_52	18.0	0.0	0.0	4.0	7.0	1.0	10.0	2.0	2.0
vamb.spades.108_10_53	13.0	0.0	0.0	0.0	7.0	0.0	5.0	8.0	0.0
vamb.spades.108_10_54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
vamb.spades.108_10_55	14.0	0.0	0.0	3.0	4.0	5.0	15.0	30.0	0.0
vamb.spades.108_10_56	209.0	2.0	0.0	4.0	8.0	2.0	53.0	84.0	3.0
vamb.spades.108_10_57	30.0	1.0	0.0	2.0	6.0	1.0	14.0	12.0	1.0
vamb.spades.108_10_58	96.0	0.0	1.0	2.0	2.0	0.0	17.0	39.0	4.0
vamb.spades.108_10_59	123.0	1.0	0.0	4.0	9.0	4.0	32.0	45.0	2.0
vamb.spades.108_10_6	11.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0
vamb.spades.108_10_60	142.0	1.0	0.0	9.0	21.0	16.0	39.0	33.0	4.0
vamb.spades.108_10_61	14.0	0.0	0.0	3.0	0.0	1.0	7.0	11.0	0.0
vamb.spades.108_10_62	29.0	0.0	0.0	2.0	3.0	1.0	15.0	13.0	0.0
vamb.spades.108_10_63	58.0	1.0	0.0	2.0	10.0	4.0	11.0	22.0	3.0
vamb.spades.108_10_64	6.0	0.0	1.0	1.0	1.0	0.0	1.0	5.0	0.0
vamb.spades.108_10_65	63.0	0.0	0.0	2.0	2.0	2.0	11.0	15.0	0.0
vamb.spades.108_10_66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
vamb.spades.108_10_67	8.0	0.0	0.0	2.0	1.0	0.0	1.0	4.0	1.0
vamb.spades.108_10_68	40.0	1.0	1.0	2.0	20.0	9.0	10.0	24.0	2.0
vamb.spades.108_10_69	13.0	0.0	1.0	2.0	12.0	2.0	2.0	7.0	0.0
vamb.spades.108_10_7	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0
vamb.spades.108_10_70	3.0	0.0	0.0	4.0	2.0	1.0	1.0	5.0	0.0
