	G15	G16	G17	G18	G19	G20	G21	G22	G23
vamb.spades.812_10_1	5.025724839792535	1.321962896197851	1.321962896197851	11.503228784108442	3.955451656902754	1.321962896197851	3.6719160485149938	12.23972016171664	1.321962896197851
vamb.spades.812_10_10	2.1408926537932	2.252555198126601	2.252555198126601	2.1778773794474318	2.2466271472320396	2.252555198126601	2.085583895976717	2.085583895976717	2.252555198126601
vamb.spades.812_10_11	1.39066531357507	1.4631982483557409	1.4631982483557409	2.829379159624017	2.918695097258718	1.4631982483557409	1.3547382572156454	2.7094765144312962	1.4631982483557409
vamb.spades.812_10_12	3.041268068939872	3.199891496404143	3.199891496404143	3.09380711846738	3.191470339993178	3.199891496404143	2.962698618583748	2.962698618583748	3.199891496404143
vamb.spades.812_10_13	2.2756341494864776	4.78864881280063	2.3943244064003033	2.3149465851469206	2.3880232613934966	2.3943244064003033	2.2168444208983287	4.433688841796667	2.3943244064003033
vamb.spades.812_10_14	1.2811641077817573	1.3479857878552888	1.3479857878552888	1.3032966995118491	4.033314878495328	4.043957363565893	2.496131906995761	1.248065953497878	1.3479857878552888
vamb.spades.812_10_15	1.4927324925530565	1.5705889454827677	1.5705889454827677	1.5185200076881178	1.5664556255929818	1.5705889454827677	1.4541685880204633	1.4541685880204633	1.5705889454827677
vamb.spades.812_10_16	12.51598782217564	6.584392117600834	6.584392117600834	6.366103109154031	6.567063968832116	6.584392117600834	6.096322157470404	6.096322157470404	6.584392117600834
vamb.spades.812_10_17	0.995154995035371	2.0941185939770337	1.0470592969885117	1.0123466717920784	1.044303750395321	1.0470592969885117	1.9388914506939552	4.847228626734882	1.0470592969885117
vamb.spades.812_10_18	0.893999130155402	0.9406274453715476	0.9406274453715476	0.9094433013077188	1.8763039910948902	0.9406274453715476	4.354515826764579	0.8709031653529149	0.9406274453715476
vamb.spades.812_10_19	1.0169240105517698	1.0699637191101354	1.0699637191101354	1.0344917552375301	1.0671478949352187	1.0699637191101354	0.9906523505889405	2.971957051766823	2.139927438220281
vamb.spades.812_10_2	7.151993041243216	0.7525019562972382	0.7525019562972382	4.365327846277047	6.754694367941618	1.5050039125944834	5.573780258258652	11.147560516517288	1.5050039125944834
vamb.spades.812_10_20	0.8818853208037029	0.9278818160304698	0.9278818160304698	0.8971202213441996	0.9254399088869106	0.9278818160304698	0.8591023094538238	1.7182046189076514	0.9278818160304698
vamb.spades.812_10_21	1.5230063184550702	1.0682945089399218	1.0682945089399218	2.065755767088986	2.13096615525286	1.0682945089399218	1.978213742205684	1.978213742205684	0.5341472544699585
vamb.spades.812_10_22	0.989105420597466	2.081388389758328	2.081388389758328	5.030962943404407	1.0379553993290882	3.1220825846374978	0.9635524382627993	1.9271048765256027	1.0406941948791593
vamb.spades.812_10_23	2.1315437775757644	0.747572904181754	17.19417679618042	1.4455779985851964	0.7456055161119433	1.4951458083635152	2.0764765427191776	2.0764765427191776	5.980583233454061
vamb.spades.812_10_24	3.595753407475875	1.8916485641726153	13.241539949208379	1.8289356998674566	1.8866703114876797	5.674945692517882	1.7514295701019944	1.7514295701019944	5.674945692517882
vamb.spades.812_10_25	2.493606769169093	3.9354987369568453	1.31183291231894	1.26834238190042	1.308380560840115	1.31183291231894	1.2145929202623025	2.4291858405246103	1.31183291231894
